Index,FOF_Halo_ID_At99,Subhalo_ID_At99,FOF_Halo_ID_At92,Subhalo_ID_At92,GroupPos,Group_R_Crit200,Group_R_Crit500
177,14300805,7940273,14425247,"[421652.1875, 240791.8125, 4218.43994140625]",1291.134033203125,841.3405151367188
178,14346919,7964655,14472069,"[294344.34375, 104206.0234375, 592288.75]",1319.9390869140625,800.6152954101562
179,14397702,7994110,14521338,"[42404.42578125, 141510.453125, 133193.34375]",1353.1065673828125,877.7266845703125
180,14441698,8019419,14565774,"[291133.78125, 241711.953125, 289030.59375]",1323.07861328125,858.271728515625
181,14486018,8043029,14609015,"[191657.640625, 67753.9609375, 374287.0625]",1116.481201171875,687.7875366210938
182,14528100,8067801,14652933,"[141700.234375, 190694.203125, 476749.34375]",1342.1676025390625,914.2085571289062
183,14579813,8090273,14701636,"[128853.2734375, 551492.75, 325482.21875]",1304.8101806640625,857.5949096679688
184,14623683,8115207,14746534,"[373032.03125, 505874.59375, 641772.875]",1195.8817138671875,808.3489379882812
185,14664682,8142451,14789910,"[176681.3125, 34106.55078125, 329631.4375]",1291.3037109375,808.80126953125
186,14718371,8166483,14840014,"[11018.0791015625, 337724.34375, 15608.86328125]",1323.620849609375,863.1280517578125
187,14760358,8192025,14880732,"[22928.099609375, 9024.06640625, 407144.4375]",1320.234619140625,896.228759765625
188,14814156,8214676,14934474,"[149408.53125, 641267.4375, 347804.125]",1177.747802734375,727.0381469726562
189,14859514,8237774,14978593,"[531547.0625, 372026.84375, 646953.125]",1299.119384765625,874.3265380859375
190,14900038,8260504,15016702,"[478536.34375, 315612.4375, 105256.546875]",1316.594970703125,879.4547729492188
191,14940417,8286293,15058690,"[192193.125, 548512.875, 560374.8125]",1287.27294921875,812.8232421875
192,14985016,8311198,15104306,"[297809.1875, 258663.328125, 190560.1875]",1066.4029541015625,691.93994140625
193,15031462,8334832,15148180,"[187731.609375, 618062.5, 210282.578125]",1290.81103515625,819.9432373046875
194,15087132,8356227,15199093,"[268146.03125, 514260.9375, 647011.25]",1052.926513671875,705.2188110351562
195,15125179,8382895,15239879,"[560907.6875, 597127.4375, 337166.3125]",1263.1536865234375,821.8819580078125
196,15172951,8407441,15287496,"[183242.390625, 594660.8125, 184542.8125]",1303.2916259765625,832.760498046875
197,15214679,8430926,15328344,"[452948.9375, 616592.4375, 402948.0625]",1299.703125,820.1652221679688
198,15264704,8455605,15373841,"[164255.359375, 292411.40625, 675969.4375]",1030.51123046875,651.2954711914062
199,15304907,8478990,15415762,"[645466.0, 549261.6875, 153113.46875]",1052.1717529296875,686.4603881835938
200,15348580,8503882,15460124,"[369601.3125, 85336.90625, 521226.875]",1226.28173828125,803.2112426757812
201,15386285,8526845,15498791,"[545150.625, 116436.8203125, 123587.7734375]",1260.2210693359375,814.9603271484375
202,15428207,8549450,15540879,"[57490.90625, 537800.6875, 674059.625]",1276.55322265625,840.3392944335938
203,15465516,8575012,15579962,"[629431.375, 362235.8125, 95247.921875]",1306.098876953125,858.8426513671875
204,15500142,8598093,15614686,"[117628.2421875, 487689.8125, 643924.375]",1278.065185546875,835.5732421875
205,15543062,8619561,15656860,"[99495.4296875, 48246.88671875, 442865.21875]",1283.3948974609375,849.187255859375
206,15586138,8642988,15699784,"[244171.9375, 124757.3359375, 172630.125]",979.5309448242188,631.1819458007812
207,15620242,8666685,15736657,"[265102.71875, 401422.03125, 624167.75]",1287.099609375,814.7545776367188
208,15668851,8691763,15780987,"[236973.96875, 630152.6875, 349656.9375]",1210.86376953125,800.9385986328125
209,15708936,8714347,15821715,"[284894.875, 644949.125, 144162.125]",1209.192138671875,829.2550659179688
210,15746111,8736572,15860127,"[648220.5, 341188.28125, 268239.03125]",1265.5394287109375,805.9326782226562
211,15789938,8760894,15904553,"[80185.1171875, 646591.0, 526117.8125]",1264.343505859375,808.1434326171875
212,15834634,8785174,15949208,"[610029.125, 453476.53125, 51275.25]",1281.197021484375,824.3871459960938
213,15876167,8808766,15988579,"[367173.4375, 348104.09375, 450019.46875]",1253.6265869140625,791.674072265625
214,15916351,8828472,16027330,"[324594.15625, 124084.0234375, 642952.4375]",1167.04345703125,722.8630981445312
215,15955034,8853977,16067477,"[578883.875, 483342.65625, 519801.09375]",1186.17578125,753.0904541015625
216,15989514,8878591,16102700,"[192905.03125, 197362.140625, 464222.875]",1182.4322509765625,769.6235961914062
217,16033074,8898680,16146165,"[556648.4375, 77507.6328125, 501712.78125]",1245.4893798828125,792.9261474609375
218,16065958,8920223,16180507,"[601387.5625, 385373.125, 642868.375]",1201.186279296875,780.3901977539062
219,16103108,8942200,16218484,"[415541.65625, 234090.59375, 640229.0625]",1176.9576416015625,730.4893188476562
220,16137289,8961928,16255032,"[474601.71875, 317395.28125, 531089.8125]",1231.6497802734375,820.4313354492188
221,16171546,8982430,16289706,"[609918.5, 23442.712890625, 570958.6875]",1252.0985107421875,768.3575439453125
222,16207140,9000577,16325015,"[110716.1484375, 58434.78125, 432236.65625]",1215.7109375,810.0875854492188
223,16242314,9020100,16360038,"[570016.4375, 530626.75, 530107.5]",1047.7574462890625,679.6363525390625
224,16276166,9041035,16393184,"[230413.90625, 507333.90625, 515056.21875]",1111.0380859375,714.4369506835938
225,16311240,9060814,16429148,"[157928.8125, 634013.75, 211524.03125]",1220.34228515625,756.9767456054688
226,16348359,9081188,16465970,"[268222.8125, 377953.59375, 171567.546875]",1129.6334228515625,664.4342651367188
227,16376258,9101262,16496056,"[342150.34375, 402394.59375, 273601.3125]",1175.6007080078125,778.4413452148438
228,16420527,9118181,16538026,"[197780.125, 147653.75, 4475.4638671875]",1216.54736328125,818.7794189453125
229,16460046,9136510,16576588,"[242144.109375, 45516.12109375, 349336.0]",1223.9598388671875,806.2835693359375
230,16493902,9154561,16610573,"[223555.015625, 560677.3125, 58896.453125]",1177.782470703125,799.6697998046875
231,16529449,9173776,16647210,"[342692.0625, 506482.96875, 178104.25]",1097.501953125,728.6640625
232,16561645,9194449,16680418,"[575559.0, 176515.203125, 203642.203125]",1155.7080078125,746.074462890625
233,16596897,9213274,16716254,"[660339.875, 166124.65625, 157426.125]",1104.0826416015625,722.9711303710938
234,16634007,9230728,16754349,"[220983.359375, 399694.84375, 153940.921875]",1216.1656494140625,776.1082763671875
235,16665012,9250141,16785635,"[514597.90625, 550414.0, 560872.25]",1232.345947265625,787.2871704101562
236,16699050,9267843,16817020,"[481773.0625, 207501.515625, 525730.0]",1131.7418212890625,740.3936767578125
237,16731208,9286920,16847730,"[164992.328125, 474796.21875, 24677.44921875]",1206.1468505859375,813.5726928710938
238,16762704,9307480,16880993,"[491471.0625, 591331.25, 457398.9375]",1169.4619140625,746.8494262695312
239,16796850,9324353,16911236,"[614190.9375, 105164.3046875, 6181.48583984375]",1157.0155029296875,751.1342163085938
240,16831490,9343569,16945188,"[57947.38671875, 409465.96875, 417599.0]",1125.8966064453125,761.167724609375
241,16860243,9363162,16975040,"[489642.40625, 87162.1171875, 109012.4765625]",1158.3408203125,669.9830932617188
242,16892124,9382653,17006557,"[587174.4375, 328102.09375, 585736.3125]",955.0389404296875,598.4194946289062
243,16921354,9403245,17036025,"[439795.375, 596333.1875, 395415.375]",1070.0191650390625,711.349853515625
244,16951023,9423090,17067850,"[230250.0625, 236471.21875, 119878.2578125]",1016.0587768554688,661.7579345703125
245,16976876,9441498,17095216,"[257041.8125, 659351.0, 446974.1875]",1056.8260498046875,650.00439453125
246,17008669,9459291,17126266,"[353330.5, 76526.453125, 303125.25]",926.584228515625,589.0997314453125
247,17037164,9477768,17156613,"[64257.34765625, 42386.265625, 64288.20703125]",1203.3599853515625,811.9981079101562
248,17068674,9497005,17189218,"[59786.24609375, 451782.5625, 148945.78125]",936.7703857421875,575.9769897460938
249,17098902,9514925,17219613,"[238227.921875, 169358.09375, 164097.375]",1144.255126953125,785.6220092773438
250,17129688,9533792,17250404,"[308302.6875, 142976.15625, 564922.375]",717.813232421875,427.95721435546875
251,17164637,9550757,17286111,"[221162.21875, 90089.2890625, 553293.1875]",1178.051513671875,673.030517578125
252,17195160,9568140,17315946,"[477366.5625, 660059.9375, 94125.7578125]",1177.7991943359375,788.1089477539062
253,17222002,9583932,17342785,"[128037.765625, 92178.890625, 328194.875]",1021.8840942382812,684.8526611328125
254,17250499,9599716,17372873,"[535138.375, 104319.0859375, 291736.03125]",920.0299682617188,598.77392578125
255,17283893,9617963,17405255,"[283109.53125, 540905.625, 23937.33984375]",1168.8790283203125,779.9104614257812
256,17315353,9634243,17438078,"[271651.9375, 398853.40625, 638322.6875]",991.1624145507812,555.3112182617188
257,17352215,9652045,17472461,"[373528.4375, 358.33740234375, 68246.859375]",1105.47802734375,711.4480590820312
258,17382530,9668304,17502870,"[283662.71875, 97016.90625, 588875.1875]",1164.5322265625,753.6866455078125
259,17411815,9683023,17532302,"[280781.625, 542229.625, 419509.15625]",929.9793701171875,602.1224365234375
260,17440255,9697992,17560440,"[174026.234375, 333785.28125, 285695.46875]",1033.1685791015625,669.5686645507812
261,17469179,9715098,17590353,"[42522.8359375, 585270.0, 48680.41796875]",1059.1527099609375,695.8726806640625
262,17503683,9732473,17624280,"[169069.4375, 171994.765625, 455469.71875]",1114.5804443359375,708.9061279296875
263,17534833,9747430,17654726,"[312473.84375, 637927.0625, 551524.5]",1149.159423828125,751.536865234375
264,17560743,9764526,17681588,"[171461.546875, 191910.515625, 676730.4375]",1141.2598876953125,745.6598510742188
265,17589327,9779857,17709639,"[296120.96875, 241496.53125, 645086.8125]",1002.8936767578125,661.8497314453125
266,17613539,9794813,17734458,"[176796.296875, 412456.21875, 88740.7578125]",1062.562255859375,695.2867431640625
267,17645096,9811779,17766390,"[599915.0, 199125.53125, 130811.4296875]",1135.89990234375,756.2752685546875
268,17672515,9829506,17793804,"[120836.9609375, 502113.8125, 514760.75]",1044.4002685546875,680.495361328125
269,17704708,9845865,17825683,"[525932.5625, 233744.59375, 64949.42578125]",1149.03125,755.5494384765625
270,17735014,9861244,17855905,"[207669.734375, 86878.515625, 188867.09375]",872.7819213867188,560.7459106445312
271,17759338,9877110,17881352,"[291822.8125, 137452.046875, 124432.0078125]",1099.7943115234375,692.1654663085938
272,17784892,9890737,17906016,"[191392.359375, 194030.1875, 173638.953125]",980.4000854492188,620.6053466796875
273,17812828,9905087,17934428,"[571223.625, 117953.3203125, 187228.765625]",921.217041015625,581.2049560546875
274,17838922,9920668,17962328,"[156139.390625, 303042.90625, 397587.75]",1088.9447021484375,730.9247436523438
275,17869429,9936478,17992011,"[300046.4375, 660256.1875, 268431.84375]",1073.389404296875,658.0811767578125
276,17902774,9951764,18024336,"[462369.875, 43464.7265625, 87731.28125]",1062.4779052734375,704.2568359375
277,17927695,9966578,18049684,"[667868.25, 20104.7265625, 244563.140625]",1134.6258544921875,762.572998046875
278,17950429,9981667,18073230,"[50546.13671875, 592954.3125, 31838.185546875]",890.760009765625,571.1428833007812
279,17983895,9996903,18106194,"[147043.234375, 370939.03125, 498829.5]",1054.7779541015625,698.6699829101562
280,18007868,10010213,18131094,"[145054.46875, 234301.796875, 564252.25]",970.8499755859375,575.0065307617188
281,18031884,10024251,18156254,"[46733.625, 583881.0625, 185752.78125]",1089.6015625,731.4328002929688
282,18057470,10038051,18183347,"[593724.375, 79884.109375, 475560.78125]",1028.36962890625,693.7991333007812
283,18083780,10051055,18208887,"[432397.78125, 153940.40625, 85570.2734375]",1062.2568359375,704.6483154296875
284,18115595,10065116,18239915,"[427952.96875, 459446.96875, 552257.0625]",1012.221923828125,663.5845336914062
285,18143062,10080270,18268087,"[245324.5, 274311.46875, 394127.6875]",1068.51904296875,701.5196533203125
286,18168907,10093216,18295229,"[627904.0, 539087.1875, 185533.46875]",1099.991943359375,718.0042114257812
287,18193714,10107051,18320169,"[625712.8125, 37645.51953125, 274888.1875]",1050.7447509765625,714.8945922851562
288,18215742,10120430,18343660,"[285898.4375, 59712.125, 438295.34375]",1119.5440673828125,747.9773559570312
289,18235846,10133495,18364353,"[378390.0625, 431600.3125, 601059.75]",1033.354248046875,687.37744140625
290,18259461,10147460,18388939,"[161638.375, 372339.40625, 621722.875]",1044.8160400390625,631.0723876953125
291,18285440,10159508,18415392,"[546084.3125, 343281.3125, 522549.6875]",965.3536987304688,640.1336059570312
292,18305929,10172118,18436981,"[654583.125, 79238.640625, 101163.9296875]",1096.6025390625,732.494873046875
293,18326474,10183299,18457893,"[514608.875, 383514.71875, 647855.625]",1077.3724365234375,665.2037963867188
295,18373383,10209816,18504736,"[85560.0078125, 596864.4375, 128360.125]",991.4867553710938,640.0696411132812
296,18399944,10221905,18530638,"[416971.71875, 322790.96875, 7690.8115234375]",1012.5279541015625,652.4746704101562
297,18421126,10235288,18552867,"[582852.875, 174702.21875, 172655.453125]",1047.5281982421875,711.5790405273438
298,18445260,10246226,18577170,"[456595.125, 562940.0, 218438.859375]",1035.056396484375,697.1820678710938
299,18464818,10258332,18597852,"[327071.34375, 442569.59375, 588522.4375]",1055.1856689453125,664.4332885742188
300,18491313,10269176,18623644,"[330611.0, 553278.75, 74608.640625]",1051.2559814453125,676.2225341796875
301,18512862,10282207,18643727,"[452480.21875, 171507.890625, 14368.5947265625]",954.5298461914062,632.2501220703125
302,18539098,10294126,18668314,"[121169.5546875, 552354.5, 34645.1015625]",1062.27880859375,675.9147338867188
303,18558842,10306580,18686938,"[420762.75, 208591.640625, 395866.5625]",1016.703125,669.1830444335938
304,18579555,10318778,18707556,"[428950.0625, 631161.125, 120966.1875]",1040.209228515625,704.7265014648438
305,18602073,10329822,18731094,"[494032.28125, 271899.125, 211826.234375]",1024.19384765625,681.0938720703125
306,18624090,10341106,18753434,"[572250.6875, 291648.59375, 646117.25]",920.67578125,595.9824829101562
307,18643420,10353403,18773358,"[78353.5078125, 251363.625, 480493.09375]",900.9993896484375,600.9014282226562
308,18663609,10365092,18795153,"[19468.16015625, 145170.046875, 125843.8671875]",970.2833862304688,652.8192138671875
309,18685064,10375880,18817969,"[316975.125, 619164.5625, 210671.4375]",977.3038940429688,608.1709594726562
310,18706787,10387470,18838293,"[482702.25, 3404.9072265625, 456138.9375]",894.614013671875,542.7606201171875
311,18727320,10399563,18858658,"[87999.2265625, 271088.96875, 483334.875]",943.5782470703125,636.2070922851562
312,18750520,10412058,18881438,"[18680.693359375, 600610.625, 149507.828125]",969.1219482421875,632.9573364257812
313,18771334,10422422,18902620,"[660610.0, 437921.65625, 583721.5625]",1043.4412841796875,704.835693359375
314,18788090,10432495,18919853,"[133727.75, 61878.109375, 79255.828125]",971.2561645507812,653.068359375
315,18809506,10443841,18941658,"[282160.90625, 417652.5, 136078.5]",915.9851684570312,603.3344116210938
316,18827654,10455035,18959800,"[558778.0625, 322310.0, 152794.75]",921.5986938476562,609.6878051757812
317,18851017,10465855,18982678,"[138462.03125, 64105.88671875, 413295.65625]",944.8486328125,631.048583984375
318,18867961,10478614,19000255,"[129679.3828125, 513399.09375, 276879.0625]",1005.187255859375,625.8552856445312
319,18887856,10491075,19020053,"[459005.3125, 215667.28125, 432400.96875]",922.8528442382812,603.59716796875
320,18908963,10502683,19041827,"[125965.6875, 197595.984375, 328316.625]",999.63623046875,632.0682373046875
321,18929622,10515321,19062488,"[252442.765625, 258378.359375, 417699.0625]",993.2800903320312,652.6598510742188
322,18948062,10526489,19080772,"[10857.515625, 500287.125, 496371.21875]",947.0780029296875,624.341796875
323,18969218,10535850,19102735,"[348905.40625, 65006.1640625, 179766.5625]",970.1512451171875,617.0862426757812
324,18989886,10547763,19122871,"[640806.25, 327473.21875, 358303.15625]",962.4429931640625,611.9727783203125
325,19007993,10559720,19140881,"[229057.625, 171099.875, 513388.84375]",911.1398315429688,579.4642944335938
326,19030246,10570133,19164336,"[220594.328125, 361555.125, 496476.84375]",956.6110229492188,626.1275024414062
327,19048967,10581226,19183568,"[345700.78125, 610493.3125, 120196.5546875]",943.5455932617188,609.1788330078125
328,19063700,10591298,19198761,"[329839.28125, 354469.3125, 436721.59375]",968.7802124023438,627.5079345703125
329,19082221,10604131,19217660,"[470629.125, 76883.46875, 402965.21875]",940.5599975585938,630.351806640625
330,19102051,10614174,19236968,"[606311.5, 97487.765625, 440671.46875]",942.8870849609375,605.03564453125
331,19119113,10625632,19253707,"[330563.0625, 635610.5625, 447977.71875]",938.54296875,624.5859985351562
332,19136797,10633802,19271739,"[462481.21875, 150275.390625, 189025.015625]",886.3452758789062,544.0628051757812
333,19153100,10643118,19287458,"[279099.28125, 435996.875, 596629.4375]",939.3773803710938,605.2533569335938
334,19170433,10653853,19305688,"[286739.65625, 325323.9375, 392490.71875]",903.1503295898438,530.9857177734375
335,19184393,10662910,19320016,"[275615.28125, 583743.5, 174836.453125]",895.9666137695312,598.0054321289062
336,19211783,10672038,19343523,"[340168.625, 129517.8828125, 419403.5625]",937.6360473632812,620.2597045898438
337,19230547,10680542,19362456,"[320355.59375, 648953.75, 467167.3125]",908.4767456054688,602.6019897460938
338,19246529,10690782,19378464,"[517639.59375, 546031.75, 542644.5]",941.7509765625,614.0040283203125
339,19262770,10699915,19394890,"[468367.21875, 579273.5625, 591018.75]",915.0966186523438,587.1682739257812
340,19277552,10708898,19409956,"[479365.0, 593049.0625, 281629.15625]",883.802490234375,562.4216918945312
341,19296435,10717945,19428477,"[91857.9140625, 595421.5, 316468.25]",890.6725463867188,544.1439208984375
342,19313671,10728278,19444444,"[490467.96875, 239697.03125, 627887.75]",849.0916137695312,560.19677734375
343,19327357,10736624,19458997,"[222773.265625, 526665.875, 139636.203125]",821.121826171875,534.2186279296875
344,19340302,10745266,19472858,"[678287.375, 241809.859375, 288953.90625]",895.91455078125,594.54345703125
345,19357750,10753544,19490412,"[553818.125, 623974.75, 385914.65625]",879.290283203125,576.4511108398438
346,19372389,10761259,19505127,"[34303.1796875, 428825.875, 30552.3671875]",886.936279296875,594.770751953125
347,19389199,10769895,19521468,"[101369.6328125, 300485.25, 516773.625]",861.6250610351562,593.5687866210938
348,19402069,10778078,19534870,"[153311.34375, 450407.25, 421896.71875]",897.4136962890625,587.0671997070312
349,19416927,10786035,19549950,"[1775.57373046875, 501258.9375, 261172.640625]",852.5596313476562,491.25872802734375
350,19429412,10793805,19562710,"[331724.71875, 233354.546875, 194375.859375]",893.2076416015625,584.763427734375
351,19441351,10800275,19573459,"[433888.84375, 630942.75, 653331.375]",869.2281494140625,585.2891235351562
